,date,year,month,weekday,day,ARTICLE,AMOUNT,WOCHENMARKT,BOCHUM_TOTAL,WAHLEN,WEIHNACHTSMARKT,ZELTFESTIVAL,KEMNADE_IN_FLAMMER,HEIMSPIEL_VFL_BOCHUM,holiday,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,tdiff
335,7/17/2015,2015,7,4,17,Käsebrötchen,26,0,0,0,0,0,0,0,0,25.7,18.6,31.4,0.4,0,212,15.5,47.5,1012.8,768,4.9
337,7/18/2015,2015,7,5,18,Käsebrötchen,29,0,0,0,0,0,0,0,0,20,16.9,24.1,8,0,284,10.4,34.2,1016.8,612,-5.7
339,7/19/2015,2015,7,6,19,Käsebrötchen,51,0,0,0,0,0,0,0,0,17.2,14.3,19.7,0.1,0,104,10.1,34.9,1011.7,102,-2.8
341,7/20/2015,2015,7,0,20,Käsebrötchen,33,0,0,0,0,0,0,0,0,18.5,12.9,21.5,1.7,0,203,8.6,25.6,1013.6,228,1.3
343,7/21/2015,2015,7,1,21,Käsebrötchen,35,1,0,0,0,0,0,0,0,22,18.9,25.8,0,0,233,12.6,41.8,1014,240,3.5
345,7/22/2015,2015,7,2,22,Käsebrötchen,26,0,0,0,0,0,0,0,0,20.4,16,24.8,0,0,252,8.6,30.2,1015.1,354,-1.6
347,7/23/2015,2015,7,3,23,Käsebrötchen,28,1,0,0,0,0,0,0,0,18.5,14.8,22.1,0,0,261,8.6,24.5,1017,504,-1.9
349,7/24/2015,2015,7,4,24,Käsebrötchen,21,0,0,0,0,0,0,0,0,20.9,14.3,26.9,3.1,0,87,7.2,28.8,1010.3,312,2.4
351,7/25/2015,2015,7,5,25,Käsebrötchen,32,0,0,0,0,0,0,0,0,15.3,11.6,20.1,4.7,0,215,20.9,70.9,1006,120,-5.6
353,7/26/2015,2015,7,6,26,Käsebrötchen,62,0,0,0,0,0,0,0,0,14.9,9.6,21.3,3.3,0,198,13,47.5,1012,528,-0.4
355,7/27/2015,2015,7,0,27,Käsebrötchen,34,0,0,0,0,0,0,0,0,15.8,12.6,19.6,1.6,0,211,18.7,49,1002.3,96,0.9
357,7/28/2015,2015,7,1,28,Käsebrötchen,30,1,0,0,0,0,0,0,0,14.8,12.3,17.4,0,0,232,20.2,58,1006.6,90,-1
359,7/29/2015,2015,7,2,29,Käsebrötchen,22,0,0,0,0,0,0,0,0,13.4,10.1,17.5,4.4,0,240,16.2,56.2,1009.7,294,-1.4
361,7/30/2015,2015,7,3,30,Käsebrötchen,31,1,0,0,0,0,0,0,0,13.6,9.9,18.6,0.4,0,258,10.4,34.9,1016.2,384,0.2
363,7/31/2015,2015,7,4,31,Käsebrötchen,32,0,0,0,0,0,0,0,0,13.9,7.3,19.6,0,0,334,6.8,26.3,1019.8,726,0.3
365,8/1/2015,2015,8,5,1,Käsebrötchen,41,0,0,0,0,0,0,1,0,17.8,10.7,23.9,0,0,27,8.3,22.3,1016.4,756,3.9
367,8/2/2015,2015,8,6,2,Käsebrötchen,54,0,0,0,0,0,0,0,0,20.3,12,26.2,0,0,64,7.9,29.2,1019.5,828,2.5
369,8/3/2015,2015,8,0,3,Käsebrötchen,35,0,0,0,0,0,0,0,0,25.7,17.8,32.3,0,0,139,11.9,32,1014.6,804,5.4
371,8/4/2015,2015,8,1,4,Käsebrötchen,29,1,0,0,0,0,0,0,0,19.5,14.1,25.8,8.2,0,198,10.4,36.7,1014.1,96,-6.2
372,8/5/2015,2015,8,2,5,Käsebrötchen,34,0,0,0,0,0,0,0,0,19.7,13.3,25.4,0,0,163,10.8,31.7,1017.5,756,0.2
374,8/6/2015,2015,8,3,6,Käsebrötchen,36,1,0,0,0,0,0,0,0,25.7,17.6,32.5,1.7,0,187,11.5,37.8,1014.1,786,6
376,8/7/2015,2015,8,4,7,Käsebrötchen,28,0,0,0,0,0,0,0,0,22.6,17.3,28.7,8.7,0,36,11.9,38.2,1016.8,468,-3.1
378,8/8/2015,2015,8,5,8,Käsebrötchen,32,0,0,0,0,0,0,0,0,19.4,16.4,21.6,0,0,10,9,27.7,1021.6,6,-3.2
380,8/9/2015,2015,8,6,9,Käsebrötchen,52,0,0,0,0,0,0,0,0,19.4,14.6,24.1,1.4,0,39,9.7,26.6,1020.5,348,0
382,8/10/2015,2015,8,0,10,Käsebrötchen,32,0,0,0,0,0,0,0,0,16.5,14.3,19.1,14.8,0,342,6.1,22,1018.3,0,-2.9
384,8/11/2015,2015,8,1,11,Käsebrötchen,39,1,0,0,0,0,0,0,0,19.7,13.7,25.1,0,0,1,6.8,22.7,1019.1,552,3.2
386,8/12/2015,2015,8,2,12,Käsebrötchen,40,0,0,0,0,0,0,0,0,20.7,18.3,25.2,0,0,46,14.4,33.5,1021.4,312,1
388,8/13/2015,2015,8,3,13,Käsebrötchen,34,1,0,0,0,0,0,0,0,23.5,17.3,29.2,9,0,61,13.3,41,1014.8,684,2.8
390,8/14/2015,2015,8,4,14,Käsebrötchen,31,0,0,0,0,0,0,0,0,21.7,18.2,26.4,3.3,0,188,8.6,34.6,1008.7,312,-1.8
392,8/15/2015,2015,8,5,15,Käsebrötchen,36,0,0,0,0,0,0,0,0,19.3,15.9,23.9,21,0,206,8.6,29.2,1008.9,294,-2.4
394,8/16/2015,2015,8,6,16,Käsebrötchen,65,0,0,0,0,0,0,0,0,14.8,13.3,16.6,30,0,324,13.3,33.8,1013.9,0,-4.5
396,8/17/2015,2015,8,0,17,Käsebrötchen,30,0,0,0,0,0,0,0,0,13.3,12.6,13.9,30,0,279,11.2,30.6,1013.2,0,-1.5
398,8/18/2015,2015,8,1,18,Käsebrötchen,45,1,0,0,0,0,0,0,0,13.9,11.9,17,0.1,0,227,10.4,31,1015.3,78,0.6
400,8/19/2015,2015,8,2,19,Käsebrötchen,37,0,0,0,0,0,0,0,0,16,10.5,21,0,0,187,5.4,18,1021,492,2.1
402,8/20/2015,2015,8,3,20,Käsebrötchen,36,1,0,0,0,0,0,0,0,18.6,13,23.3,0,0,120,5.8,14.8,1023.4,684,2.6
404,8/21/2015,2015,8,4,21,Käsebrötchen,40,0,0,0,0,1,0,0,0,20.2,15.2,25.4,0,0,141,7.6,21.6,1023.6,774,1.6
406,8/22/2015,2015,8,5,22,Käsebrötchen,43,0,0,0,0,1,0,0,0,20.9,15.9,26.1,0,0,112,9,29.5,1019.1,756,0.7
408,8/23/2015,2015,8,6,23,Käsebrötchen,63,0,0,0,0,1,0,1,0,21,15.2,25.4,6.2,0,108,16.6,47.9,1008.4,546,0.1
410,8/24/2015,2015,8,0,24,Käsebrötchen,29,0,0,0,0,1,0,0,0,18.5,15.1,22.7,9.8,0,164,16.9,61.6,1003,318,-2.5
412,8/25/2015,2015,8,1,25,Käsebrötchen,52,1,0,0,0,1,0,0,0,16,13.6,19.1,0.4,0,219,18.7,60.1,1012.2,126,-2.5
414,8/26/2015,2015,8,2,26,Käsebrötchen,38,0,0,0,0,1,0,0,0,21.2,16.9,25.7,0.4,0,178,19.1,52.6,1012.3,564,5.2
416,8/27/2015,2015,8,3,27,Käsebrötchen,34,1,0,0,0,1,0,0,0,16.1,12.5,21.8,25.1,0,222,11.5,39.2,1011.3,0,-5.1
418,8/28/2015,2015,8,4,28,Käsebrötchen,32,0,0,0,0,1,0,0,0,15.7,12.4,20.2,0,0,229,8.6,25.6,1018.4,498,-0.4
420,8/29/2015,2015,8,5,29,Käsebrötchen,35,0,0,0,0,1,0,0,0,19,12,24.4,0,0,128,5.8,18,1021.8,600,3.3
422,8/30/2015,2015,8,6,30,Käsebrötchen,66,0,0,0,0,1,0,0,0,23.8,16.9,31.2,0,0,83,8.6,37.8,1016.5,606,4.8
424,8/31/2015,2015,8,0,31,Käsebrötchen,42,0,0,0,0,1,0,1,0,24.4,19.5,31.6,0.7,0,152,14.4,43.9,1010.9,690,0.6
426,9/1/2015,2015,9,1,1,Käsebrötchen,48,1,0,0,0,1,0,0,0,15.8,11.3,19.6,13.6,0,291,9.7,30.2,1013.3,42,-8.6
428,9/2/2015,2015,9,2,2,Käsebrötchen,41,0,0,0,0,1,0,0,0,13.6,10.1,17.7,0.5,0,223,6.8,26.6,1017.1,300,-2.2
430,9/3/2015,2015,9,3,3,Käsebrötchen,40,1,0,0,0,1,0,0,0,13.3,10.7,17.7,0.1,0,230,8.3,34.2,1015,324,-0.3
432,9/4/2015,2015,9,4,4,Käsebrötchen,32,0,0,0,0,1,0,0,0,12.8,10.4,15.6,10.8,0,227,14.4,41,1014.6,210,-0.5
434,9/5/2015,2015,9,5,5,Käsebrötchen,43,0,0,0,0,1,0,0,0,12.2,9.4,14.2,6.1,0,259,11.5,46.8,1016.3,96,-0.6
436,9/6/2015,2015,9,6,6,Käsebrötchen,61,0,0,0,0,1,0,0,0,11.5,8.7,14.9,6.5,0,281,9.4,34.6,1023.3,120,-0.7
438,9/7/2015,2015,9,0,7,Käsebrötchen,38,0,0,0,0,0,0,0,0,13.2,11.1,15.8,1.6,0,297,8.6,29.2,1025.9,30,1.7
439,9/8/2015,2015,9,1,8,Käsebrötchen,27,1,0,0,0,0,0,0,0,13.5,10.7,16,1,0,334,6.8,18.7,1026.1,72,0.3
441,9/9/2015,2015,9,2,9,Käsebrötchen,35,0,0,0,0,0,0,0,0,13.9,10.4,18.2,0,0,65,10.4,29.5,1024,618,0.4
443,9/10/2015,2015,9,3,10,Käsebrötchen,48,1,0,0,0,0,0,0,0,13.8,8.6,19.1,0,0,78,12.6,32.8,1023,690,-0.1
445,9/11/2015,2015,9,4,11,Käsebrötchen,32,0,0,0,0,0,0,0,0,14.1,8.8,19.7,0,0,87,8.3,19.8,1018.2,672,0.3
447,9/12/2015,2015,9,5,12,Käsebrötchen,31,0,0,0,0,0,0,0,0,15.8,12.2,21.1,6,0,141,10.1,32.8,1013.5,90,1.7
449,9/13/2015,2015,9,6,13,Käsebrötchen,55,0,0,1,0,0,0,0,0,17,14.4,19.5,0.1,0,156,11.9,38.9,1008.5,102,1.2
451,9/14/2015,2015,9,0,14,Käsebrötchen,31,0,0,0,0,0,0,0,0,16,10.9,20.3,1.3,0,182,15.5,58.7,1002.1,288,-1
453,9/15/2015,2015,9,1,15,Käsebrötchen,30,1,0,0,0,0,0,0,0,13,10.7,17,1.9,0,187,18,54,1004.1,234,-3
455,9/16/2015,2015,9,2,16,Käsebrötchen,31,0,0,0,0,0,0,0,0,15.4,12.5,18.2,11.5,0,159,25.6,57.2,995.6,6,2.4
457,9/17/2015,2015,9,3,17,Käsebrötchen,34,1,0,0,0,0,0,0,0,14.6,11.5,16.6,7.2,0,191,19.1,61.2,1001.1,6,-0.8
459,9/18/2015,2015,9,4,18,Käsebrötchen,29,0,0,0,0,0,0,1,0,14,10.3,18.3,0.6,0,189,10.8,40,1015,300,-0.6
461,9/19/2015,2015,9,5,19,Käsebrötchen,31,0,0,0,0,0,0,0,0,13.6,11.2,15.8,0,0,239,8.3,23.4,1021.6,12,-0.4
463,9/20/2015,2015,9,6,20,Käsebrötchen,49,0,0,0,0,0,0,0,0,12.8,10.1,15.4,0,0,263,7.6,20.2,1024.6,96,-0.8
465,9/21/2015,2015,9,0,21,Käsebrötchen,32,0,0,0,0,0,0,0,0,13.8,9.9,17.3,1,0,205,7.6,24.5,1015.7,342,1
467,9/22/2015,2015,9,1,22,Käsebrötchen,24,1,0,0,0,0,0,0,0,12,10,15.2,9,0,187,11.2,36,1002.8,96,-1.8
469,9/23/2015,2015,9,2,23,Käsebrötchen,28,0,0,0,0,0,0,0,0,12,9.6,15.9,2,0,231,10.8,29.5,1009.1,114,0
471,9/24/2015,2015,9,3,24,Käsebrötchen,39,1,0,0,0,0,0,0,0,13.2,10.3,16.7,0.2,0,215,13,36,1017.7,72,1.2
473,9/25/2015,2015,9,4,25,Käsebrötchen,39,0,0,0,0,0,0,1,0,12.8,10.8,16.3,0,0,249,7.9,21.6,1022.6,90,-0.4
475,9/26/2015,2015,9,5,26,Käsebrötchen,42,0,0,0,0,0,0,0,0,12.2,8.4,16.2,0,0,30,10.1,26.3,1027.7,534,-0.6
477,9/27/2015,2015,9,6,27,Käsebrötchen,51,0,0,0,0,0,0,0,0,11.7,7.8,16.4,0,0,57,11.5,36.7,1033.5,558,-0.5
479,9/28/2015,2015,9,0,28,Käsebrötchen,31,0,0,0,0,0,0,0,0,11.4,7.2,16.1,0,0,54,10.4,31.7,1037.1,522,-0.3
481,9/29/2015,2015,9,1,29,Käsebrötchen,32,1,0,0,0,0,0,0,0,11.5,6.9,16.3,0,0,69,12.6,42.8,1036.1,660,0.1
483,9/30/2015,2015,9,2,30,Käsebrötchen,30,0,0,0,0,0,0,0,0,11.6,7,16.7,0,0,67,13,47.5,1034.5,666,0.1
485,10/1/2015,2015,10,3,1,Käsebrötchen,44,1,0,0,0,0,0,0,0,10.7,6.2,15.3,0,0,63,11.5,40.3,1031.3,666,-0.9
487,10/2/2015,2015,10,4,2,Käsebrötchen,30,0,0,0,0,0,0,0,0,11.2,3,17.4,0,0,72,9,25.9,1024.5,666,0.5
489,10/3/2015,2015,10,5,3,Käsebrötchen,77,0,0,0,0,0,0,0,1,12.9,6.3,18.7,0,0,169,5.8,18.7,1015.5,366,1.7
491,10/4/2015,2015,10,6,4,Käsebrötchen,52,0,0,0,0,0,0,0,0,13.8,11.1,18,0,0,181,8.3,25.9,1016.3,330,0.9
493,10/5/2015,2015,10,0,5,Käsebrötchen,41,0,0,0,0,0,0,0,0,13.6,8.9,17.7,8.1,0,146,13.7,35.3,1012.2,342,-0.2
495,10/6/2015,2015,10,1,6,Käsebrötchen,36,1,0,0,0,0,0,0,0,15.9,13.4,19.5,0.7,0,163,14,38.9,1003.6,72,2.3
497,10/7/2015,2015,10,2,7,Käsebrötchen,31,0,0,0,0,0,0,0,0,14.5,12.1,16.2,5.8,0,203,11.5,34.6,1011.1,48,-1.4
499,10/8/2015,2015,10,3,8,Käsebrötchen,35,1,0,0,0,0,0,0,0,11.7,11,13.1,8.1,0,233,7.2,21.6,1020.2,0,-2.8
501,10/9/2015,2015,10,4,9,Käsebrötchen,40,0,0,0,0,0,0,0,0,12.3,10.4,14.5,0.9,0,340,6.8,25.6,1022.3,6,0.6
503,10/10/2015,2015,10,5,10,Käsebrötchen,36,0,0,0,0,0,0,0,0,10.3,5.4,13.4,0,0,59,12.6,33.8,1020.3,240,-2
505,10/11/2015,2015,10,6,11,Käsebrötchen,42,0,0,0,0,0,0,0,0,6.3,2.9,10.7,0,0,71,15.1,36.7,1018.5,618,-4
507,10/12/2015,2015,10,0,12,Käsebrötchen,35,0,0,0,0,0,0,0,0,5,0.6,9.9,0,0,70,8.6,23,1018.6,462,-1.3
509,10/13/2015,2015,10,1,13,Käsebrötchen,34,1,0,0,0,0,0,0,0,3.1,0.7,4.5,1.6,0,55,13.7,40.7,1018.5,0,-1.9
511,10/14/2015,2015,10,2,14,Käsebrötchen,34,0,0,0,0,0,0,0,0,2.5,1.1,3.7,5.7,0,45,10.1,24.5,1019.7,0,-0.6
513,10/15/2015,2015,10,3,15,Käsebrötchen,34,1,0,0,0,0,0,0,0,4.2,0.9,6.3,15.7,0,12,8.3,24.8,1018.1,0,1.7
515,10/16/2015,2015,10,4,16,Käsebrötchen,36,0,0,0,0,0,0,0,0,5.8,5.1,6.6,10.4,0,227,7.2,16.6,1018.5,0,1.6
517,10/17/2015,2015,10,5,17,Käsebrötchen,36,0,0,0,0,0,0,0,0,6.2,5.3,8,0.1,0,163,6.5,14.8,1018.6,18,0.4
519,10/18/2015,2015,10,6,18,Käsebrötchen,63,0,0,0,0,0,0,1,0,7.1,5.5,9.4,0,0,202,4.7,11.5,1020,66,0.9
521,10/19/2015,2015,10,0,19,Käsebrötchen,34,0,0,0,0,0,0,0,0,7.9,5.1,9.9,0,0,284,4.3,10.8,1022.3,0,0.8
523,10/20/2015,2015,10,1,20,Käsebrötchen,28,1,0,0,0,0,0,0,0,8.3,5.2,10,0,0,301,6.5,20.9,1023.5,0,0.4
525,10/21/2015,2015,10,2,21,Käsebrötchen,23,0,0,0,0,0,0,0,0,9.4,7.1,11.4,2.7,0,225,9,28.1,1020.3,0,1.1
527,10/22/2015,2015,10,3,22,Käsebrötchen,38,1,0,0,0,0,0,0,0,10.5,8.8,12.5,1.5,0,230,10.8,27,1016.3,0,1.1
529,10/23/2015,2015,10,4,23,Käsebrötchen,35,0,0,0,0,0,0,0,0,10.9,6.9,14.6,0,0,201,5.8,18.4,1023.6,198,0.4
531,10/24/2015,2015,10,5,24,Käsebrötchen,35,0,0,0,0,0,0,0,0,10.9,9.8,12.8,0.3,0,171,8.6,23.8,1018.3,6,0
533,10/25/2015,2015,10,6,25,Käsebrötchen,49,0,0,0,0,0,0,0,0,10.6,9.2,12.6,0.4,0,167,6.1,25.2,1024.1,36,-0.3
535,10/26/2015,2015,10,0,26,Käsebrötchen,25,0,0,0,0,0,0,0,0,11.2,7.4,15.9,0,0,109,11.5,33.1,1020.8,504,0.6
537,10/27/2015,2015,10,1,27,Käsebrötchen,27,1,0,0,0,0,0,1,0,12.4,8.8,17.4,0,0,152,10.1,23.8,1015.8,558,1.2
539,10/28/2015,2015,10,2,28,Käsebrötchen,42,0,0,0,0,0,0,0,0,9.8,5.5,12.2,0,0,165,8.3,25.6,1011.9,132,-2.6
541,10/29/2015,2015,10,3,29,Käsebrötchen,39,1,0,0,0,0,0,0,0,11.6,8.9,15.3,0,0,194,6.8,22,1018.8,198,1.8
543,10/30/2015,2015,10,4,30,Käsebrötchen,32,0,0,0,0,0,0,1,0,10,4.9,14.3,0,0,131,9,31.3,1026.2,366,-1.6
545,10/31/2015,2015,10,5,31,Käsebrötchen,40,0,0,0,0,0,0,0,0,9.9,5.8,14.5,0,0,140,10.4,36.7,1027,546,-0.1
547,11/1/2015,2015,11,6,1,Käsebrötchen,57,0,0,0,0,0,0,0,1,10.8,7,15.9,0,0,189,7.2,24.8,1030.4,534,0.9
549,11/2/2015,2015,11,0,2,Käsebrötchen,34,0,0,0,0,0,0,0,0,11.6,6,18.3,0,0,132,7.9,24.5,1026.8,546,0.8
551,11/3/2015,2015,11,1,3,Käsebrötchen,30,1,0,0,0,0,0,0,0,11.3,6.8,18.4,0,0,197,7.2,17.6,1021.2,474,-0.3
553,11/4/2015,2015,11,2,4,Käsebrötchen,28,0,0,0,0,0,0,0,0,12.9,9.9,15.9,2.4,0,171,12.2,31.7,1018.8,192,1.6
555,11/5/2015,2015,11,3,5,Käsebrötchen,33,1,0,0,0,0,0,0,0,13.7,11.1,15.8,2.2,0,176,10.4,30.6,1020.1,162,0.8
557,11/6/2015,2015,11,4,6,Käsebrötchen,27,0,0,0,0,0,0,0,0,14.6,13,16.5,3.1,0,200,13,36,1020,0,0.9
559,11/7/2015,2015,11,5,7,Käsebrötchen,39,0,0,0,0,0,0,0,0,16.9,15.3,18.5,0.3,0,218,14.8,46.4,1022.4,18,2.3
561,11/8/2015,2015,11,6,8,Käsebrötchen,57,0,0,0,0,0,0,0,0,14.4,11.3,16.7,1.4,0,195,12.6,42.8,1025.4,120,-2.5
563,11/9/2015,2015,11,0,9,Käsebrötchen,30,0,0,0,0,0,0,0,0,14.2,12.2,16.9,0.1,0,237,21.2,55.8,1022.2,42,-0.2
565,11/10/2015,2015,11,1,10,Käsebrötchen,44,1,0,0,0,0,0,0,0,12.9,12,13.8,1.2,0,230,20.5,48.6,1023.6,0,-1.3
567,11/11/2015,2015,11,2,11,Käsebrötchen,34,0,0,0,0,0,0,0,0,11.6,11,12.6,0,0,225,17.6,37.1,1024.5,0,-1.3
569,11/12/2015,2015,11,3,12,Käsebrötchen,24,1,0,0,0,0,0,0,0,12.4,11.2,13.6,0,0,209,11.2,32.4,1024.9,24,0.8
571,11/13/2015,2015,11,4,13,Käsebrötchen,25,0,0,0,0,0,0,0,0,11.2,6.8,13.2,3,0,222,16.6,56.5,1021.7,18,-1.2
573,11/14/2015,2015,11,5,14,Käsebrötchen,39,0,0,0,0,0,0,0,0,7.7,6,9.5,12.7,0,234,19.8,54.7,1023.8,6,-3.5
575,11/15/2015,2015,11,6,15,Käsebrötchen,61,0,0,0,0,0,0,0,0,12.4,9.5,14.7,3.9,0,237,24.5,61.2,1012.5,0,4.7
577,11/16/2015,2015,11,0,16,Käsebrötchen,65,0,0,0,0,0,0,0,0,11.6,10.8,12.1,13.1,0,227,20.2,46.8,1013.8,0,-0.8
579,11/17/2015,2015,11,1,17,Käsebrötchen,42,1,0,0,0,0,0,0,0,13.3,11.4,15.3,3.4,0,225,22,74.9,1007.5,24,1.7
581,11/18/2015,2015,11,2,18,Käsebrötchen,31,0,0,0,0,0,0,0,0,12.6,10.9,14.5,0.3,0,239,27.4,74.2,1012.3,78,-0.7
583,11/19/2015,2015,11,3,19,Käsebrötchen,32,1,0,0,0,0,0,0,0,10.6,7.1,13,8.3,0,241,20.5,62.3,1012.1,18,-2
585,11/20/2015,2015,11,4,20,Käsebrötchen,34,0,0,0,0,0,0,1,0,7,4.5,8.7,2.1,0,245,13.7,40.7,1005.7,0,-3.6
587,11/21/2015,2015,11,5,21,Käsebrötchen,34,0,0,0,0,0,0,0,0,3.9,1.5,5.6,2.1,0,241,12.6,34.2,997.9,222,-3.1
589,11/22/2015,2015,11,6,22,Käsebrötchen,57,0,0,0,0,0,0,0,0,1.7,-0.3,4.8,0.5,0,283,9,41,1008.4,210,-2.2
591,11/23/2015,2015,11,0,23,Käsebrötchen,27,0,0,0,0,0,0,0,0,2.8,0.7,5.6,0,0,283,8.6,24.5,1022.6,444,1.1
593,11/24/2015,2015,11,1,24,Käsebrötchen,50,1,0,0,0,0,0,0,0,1.7,0.4,3.4,7.4,0,191,15.5,48.6,1016.8,0,-1.1
595,11/25/2015,2015,11,2,25,Käsebrötchen,43,0,0,0,0,0,0,0,0,4,1.4,5.8,0.1,0,232,9,26.6,1006.9,0,2.3
597,11/26/2015,2015,11,3,26,Käsebrötchen,34,1,0,0,0,0,0,0,0,3.8,1.3,8,0,0,274,5.8,21.6,1017.6,390,-0.2
599,11/27/2015,2015,11,4,27,Käsebrötchen,27,0,0,0,0,0,0,0,0,3,1,6,4.4,0,175,13,42.1,1017,456,-0.8
601,11/28/2015,2015,11,5,28,Käsebrötchen,40,0,0,0,0,0,0,0,0,4.8,2.1,6.9,4.3,0,227,18.7,62.6,1011.5,186,1.8
603,11/29/2015,2015,11,6,29,Käsebrötchen,59,0,0,0,0,0,0,0,0,8.6,5.7,10.6,16.6,0,230,27.7,69.8,1009.1,0,3.8
605,11/30/2015,2015,11,0,30,Käsebrötchen,37,0,0,0,0,0,0,0,0,8.4,6.3,10.2,32.5,0,244,21.2,60.1,1015,0,-0.2
607,12/1/2015,2015,12,1,1,Käsebrötchen,35,1,0,0,0,0,0,0,0,8.8,6.6,11.3,3.1,0,240,11.9,37.4,1023,0,0.4
609,12/2/2015,2015,12,2,2,Käsebrötchen,35,0,0,0,0,0,0,0,0,9.2,5.3,10.7,0,0,219,13,34.6,1027.7,6,0.4
611,12/3/2015,2015,12,3,3,Käsebrötchen,30,1,0,0,0,0,0,0,0,8.2,6.9,10.8,3,0,181,12.2,43.6,1027.4,318,-1
613,12/4/2015,2015,12,4,4,Käsebrötchen,53,0,0,0,0,0,0,0,0,7.8,5.2,9.7,5,0,220,17.6,49,1026.9,210,-0.4
615,12/5/2015,2015,12,5,5,Käsebrötchen,32,0,0,0,1,0,0,0,0,6.2,4.8,7.8,0,0,199,18,45.7,1027.1,12,-1.6
617,12/6/2015,2015,12,6,6,Käsebrötchen,65,0,0,0,0,0,0,1,0,8.6,5.5,11.6,8.7,0,206,19.4,46.8,1023.5,30,2.4
619,12/7/2015,2015,12,0,7,Käsebrötchen,38,0,0,0,0,0,0,0,0,10.6,9.1,13.6,0,0,181,10.4,34.2,1030.6,132,2
621,12/8/2015,2015,12,1,8,Käsebrötchen,39,1,0,0,0,0,0,0,0,11,9.4,13.4,6.9,0,173,16.6,37.8,1028.6,408,0.4
623,12/9/2015,2015,12,2,9,Käsebrötchen,44,0,0,0,0,0,0,0,0,7,3.5,9.8,0,0,236,11.5,29.5,1035.4,336,-4
625,12/10/2015,2015,12,3,10,Käsebrötchen,32,1,0,0,0,0,0,0,0,4.5,3.1,7.2,2.8,0,188,14,40.3,1032.2,384,-2.5
627,12/11/2015,2015,12,4,11,Käsebrötchen,32,0,0,0,0,0,0,1,0,5.4,2.8,7.2,9.5,0,211,17.6,51.1,1023.4,0,0.9
629,12/12/2015,2015,12,5,12,Käsebrötchen,43,0,0,0,0,0,0,0,0,6.8,4.5,10.3,3.2,0,221,14.4,62.6,1021.4,12,1.4
631,12/13/2015,2015,12,6,13,Käsebrötchen,55,0,0,0,0,0,0,0,0,6.9,5.4,9.8,1.3,0,245,11.9,64.1,1020.1,0,0.1
633,12/14/2015,2015,12,0,14,Käsebrötchen,28,0,0,0,0,0,0,0,0,7.4,5.9,9.7,0,0,168,10.1,32.4,1021,204,0.5
635,12/15/2015,2015,12,1,15,Käsebrötchen,27,1,0,0,0,0,0,0,0,7.6,6.1,9.8,1.6,0,164,7.9,21.2,1023.1,228,0.2
637,12/16/2015,2015,12,2,16,Käsebrötchen,33,0,0,0,0,0,0,0,0,10.4,8.8,12,5.8,0,193,14.8,39.6,1023,0,2.8
639,12/17/2015,2015,12,3,17,Käsebrötchen,31,1,0,0,0,0,0,0,0,13.1,11.7,15.2,0.1,0,206,14.4,36.7,1022.4,156,2.7
641,12/18/2015,2015,12,4,18,Käsebrötchen,29,0,0,0,0,0,0,0,0,11.8,10.5,13.4,0,0,222,13,37.4,1022,0,-1.3
643,12/19/2015,2015,12,5,19,Käsebrötchen,43,0,0,0,0,0,0,0,0,11.9,10.2,14.3,0,0,191,14.8,37.4,1021,90,0.1
645,12/20/2015,2015,12,6,20,Käsebrötchen,50,0,0,0,0,0,0,0,0,11.5,10.9,12,2.9,0,177,16.2,40,1017.6,0,-0.4
647,12/21/2015,2015,12,0,21,Käsebrötchen,38,0,0,0,0,0,0,0,0,10.3,9.2,11.6,4.3,0,221,23,68,1020.1,24,-1.2
649,12/22/2015,2015,12,1,22,Käsebrötchen,36,1,0,0,0,0,0,0,0,11.8,10.2,14,0.5,0,217,20.9,56.5,1021.3,0,1.5
651,12/23/2015,2015,12,2,23,Käsebrötchen,56,0,0,0,0,0,0,0,0,10.3,7.1,12.2,0,0,218,18,59,1023.6,174,-1.5
653,12/24/2015,2015,12,3,24,Käsebrötchen,46,1,0,0,0,0,0,0,0,10.1,6.5,12.7,4.8,0,182,20.2,57.6,1021,102,-0.2
4327,12/25/2015,2015,12,4,24,Käsebrötchen,0,0,0,0,0,0,0,0,1,9.1,7.1,12.9,3.2,0,214,14,43.6,1026.1,0,-1
655,12/26/2015,2015,12,5,26,Käsebrötchen,49,0,0,0,0,0,0,0,1,12.4,9.5,14.4,0,0,215,20.5,52.2,1025,336,3.3
657,12/27/2015,2015,12,6,27,Käsebrötchen,62,0,0,0,0,0,0,0,0,10.8,8.8,13,0,0,199,14.4,46.4,1026.4,138,-1.6
659,12/28/2015,2015,12,0,28,Käsebrötchen,29,0,0,0,0,0,0,0,0,10.2,6.4,14.5,0,0,142,13.3,39.2,1026.8,378,-0.6
661,12/29/2015,2015,12,1,29,Käsebrötchen,41,1,0,0,0,0,0,0,0,9,7,10.7,0,0,172,13.7,37.1,1025.8,312,-1.2
663,12/30/2015,2015,12,2,30,Käsebrötchen,40,0,0,0,0,0,0,0,0,6.4,4,9.3,0,0,162,20.5,52.9,1025.2,378,-2.6
665,12/31/2015,2015,12,3,31,Käsebrötchen,19,1,0,0,0,0,0,0,0,6.8,4.8,9.6,2.7,0,191,16.2,58.3,1020.1,240,0.4
